BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Current Floor,Total Floors
3,75000,970,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,1.0,3.0
1,7000,480,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,4.0,4.0
2,55000,720,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,1.0,6.0
2,55000,950,Carpet Area,Mumbai,Semi-Furnished,Family,2,7.0,10.0
4,700000,3200,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,24.0,24.0
3,140000,1450,Carpet Area,Mumbai,Furnished,Family,3,18.0,33.0
2,42000,774,Carpet Area,Mumbai,Semi-Furnished,Family,2,10.0,20.0
1,27000,450,Super Area,Mumbai,Unfurnished,Family,1,2.0,3.0
3,60000,1000,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,1.0,10.0
1,17000,340,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,1.0,8.0
1,30000,430,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,14.0,23.0
2,45000,722,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,4.0,7.0
3,90000,1152,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,12.0,21.0
1,25000,641,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,3.0,8.0
2,70000,810,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,4.0,11.0
2,90000,800,Carpet Area,Mumbai,Furnished,Family,2,5.0,6.0
2,110000,875,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,12.0,14.0
2,20000,700,Super Area,Mumbai,Unfurnished,Family,2,8.0,22.0
1,35000,420,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,2.0,4.0
3,80000,1400,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,1.0,2.0
2,54500,758,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,12.0,24.0
4,350000,2880,Carpet Area,Mumbai,Unfurnished,Bachelors,5,45.0,60.0
1,45000,480,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,7.0,7.0
1,38000,550,Carpet Area,Mumbai,Unfurnished,Bachelors,2,6.0,10.0
2,90000,900,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,60.0,71.0
1,22000,400,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,8.0,22.0
2,70000,760,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,9.0,22.0
4,380000,2800,Carpet Area,Mumbai,Unfurnished,Bachelors,5,36.0,81.0
1,50000,400,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,10.0,22.0
4,680000,1962,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,18.0,20.0
3,140000,1100,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,6.0,12.0
2,40000,800,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,1.0,3.0
2,32000,590,Carpet Area,Mumbai,Unfurnished,Family,2,7.0,12.0
2,78000,600,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,14.0,22.0
4,280000,2500,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,6,24.0,60.0
2,45000,670,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,17.0,22.0
2,65000,960,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,16.0,38.0
2,65000,1500,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,3,4.0,4.0
1,35000,500,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,1.0,5.0
3,90000,1120,Carpet Area,Mumbai,Furnished,Family,2,8.0,45.0
4,250000,2729,Carpet Area,Mumbai,Semi-Furnished,Bachelors,5,20.0,27.0
3,70000,3354,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,2.0,4.0
2,10500,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
2,13000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,17000,1040,Super Area,Bangalore,Furnished,Bachelors/Family,2,4.0,4.0
3,21000,1403,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,1.0,4.0
2,10000,600,Super Area,Bangalore,Furnished,Bachelors/Family,1,3.0,4.0
4,61500,2608,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,1.0,4.0
2,13000,850,Carpet Area,Bangalore,Semi-Furnished,Family,2,1.0,3.0
1,7500,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,2.0
2,17000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
3,25000,1350,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,5.0,14.0
2,10500,800,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
1,8000,350,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,3.0
1,9500,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
3,50000,2000,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,1.0,2.0
2,13000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,4.0
1,13500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,4.0
2,13000,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,15000,600,Super Area,Bangalore,Semi-Furnished,Bachelors,1,2.0,4.0
2,15000,1400,Super Area,Bangalore,Furnished,Bachelors/Family,3,2.0,4.0
1,7000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,25000,770,Super Area,Bangalore,Furnished,Bachelors/Family,2,8.0,32.0
2,17000,900,Carpet Area,Bangalore,Semi-Furnished,Family,2,1.0,2.0
1,7500,500,Super Area,Bangalore,Furnished,Bachelors/Family,1,2.0,4.0
2,15000,1100,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,2.0
1,7500,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
3,25000,1260,Super Area,Bangalore,Furnished,Bachelors/Family,3,2.0,4.0
3,54000,1750,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,14500,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,1.0,3.0
1,4500,450,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,10500,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,4.0
1,5500,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,16000,600,Carpet Area,Bangalore,Unfurnished,Bachelors,2,1.0,2.0
1,7000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,12500,900,Super Area,Bangalore,Furnished,Bachelors/Family,2,2.0,4.0
2,10000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,18000,1045,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,1.0,2.0
3,28000,1021,Carpet Area,Bangalore,Furnished,Bachelors,3,10.0,10.0
3,12000,1200,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
2,13000,1000,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,3.0
2,50000,1280,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,2.0,12.0
1,7000,450,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
2,30000,450,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,3.0
1,10000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
2,15000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,3.0
1,7500,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
3,45000,1680,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,7.0,19.0
3,65000,2000,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,23.0,40.0
1,12000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,1.0,4.0
1,7000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,2.0,2.0
1,9000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
2,23000,1100,Super Area,Bangalore,Semi-Furnished,Family,2,2.0,3.0
2,30000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
1,8000,500,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
2,16000,1155,Super Area,Bangalore,Semi-Furnished,Family,2,3.0,4.0
1,7500,440,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,20000,1040,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,7.0
4,110000,2900,Carpet Area,Bangalore,Furnished,Bachelors,4,7.0,18.0
3,30000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
3,20000,1600,Super Area,Bangalore,Semi-Furnished,Family,3,2.0,3.0
4,84000,3150,Carpet Area,Bangalore,Unfurnished,Bachelors,4,8.0,19.0
2,17000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,15000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
1,6000,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,4.0,5.0
2,16000,950,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,1.0,1.0
2,9500,530,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
1,8000,300,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,15000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,12000,450,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,3.0,3.0
1,10000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,2.0,4.0
2,16000,1100,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
1,11000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,4.0
2,11000,700,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,2.0
2,20000,1105,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,4.0
3,24000,1430,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
2,14500,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,4000,650,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,2.0
2,12000,1200,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
2,8500,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,3.0
1,9000,400,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
4,180000,2800,Carpet Area,Bangalore,Furnished,Family,4,2.0,4.0
2,10500,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,12000,900,Super Area,Bangalore,Unfurnished,Bachelors,2,1.0,5.0
3,32000,1300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,15000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
3,21000,1000,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,1.0,2.0
2,12000,900,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
1,7000,800,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,1.0
2,15000,750,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,3.0
2,11400,1100,Carpet Area,Bangalore,Unfurnished,Bachelors,2,2.0,5.0
2,15000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,3.0
2,19000,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,27000,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,4.0,4.0
3,48000,2000,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,7000,550,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
2,15000,1130,Super Area,Bangalore,Unfurnished,Family,2,2.0,4.0
2,10000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,7000,100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
2,9000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,5.0
1,8000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,35000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,1.0,5.0
2,16000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
1,4500,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,4.0
2,16000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,3.0
2,10000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,4.0
1,8000,400,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,1.0
1,6000,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,4.0
2,13000,1000,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,2.0
2,10000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,55000,1603,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,6.0,17.0
3,15000,1200,Super Area,Bangalore,Semi-Furnished,Family,3,2.0,4.0
1,12000,420,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,5.0
2,9000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
3,36000,1771,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,10.0,18.0
3,37000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,3.0
2,6000,700,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,2.0
1,17000,610,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,10.0,10.0
1,8000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,3.0,4.0
1,7500,550,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
2,9500,750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,4.0
2,13500,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,1.0,3.0
1,9000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,2.0
1,7000,360,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,12000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
4,100000,3700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,5,18.0,22.0
2,12000,1200,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,3.0
1,8500,480,Super Area,Bangalore,Furnished,Bachelors/Family,1,2.0,3.0
2,18000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,11000,800,Super Area,Bangalore,Semi-Furnished,Family,1,2.0,4.0
3,18000,900,Super Area,Bangalore,Furnished,Bachelors/Family,2,2.0,3.0
3,17000,1450,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
1,6500,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,11500,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
2,22000,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,6.0
1,13000,450,Carpet Area,Bangalore,Furnished,Bachelors/Family,1,3.0,3.0
3,20000,773,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,2.0,12.0
2,10000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
2,15000,1000,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,3.0
1,8000,150,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
2,12000,865,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,5.0
1,20000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,4.0
2,20000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
1,8000,200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,11000,600,Carpet Area,Bangalore,Unfurnished,Bachelors,2,1.0,4.0
3,40000,1840,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,5.0,14.0
2,10000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
3,30000,1600,Carpet Area,Bangalore,Semi-Furnished,Family,2,2.0,4.0
2,8000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,2.0
2,15000,1100,Carpet Area,Bangalore,Unfurnished,Bachelors,2,3.0,3.0
2,12000,950,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
2,12000,905,Super Area,Bangalore,Semi-Furnished,Family,2,3.0,6.0
3,20000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,2.0,4.0
3,13000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
2,17500,1080,Super Area,Bangalore,Furnished,Bachelors/Family,2,1.0,4.0
1,8000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,8500,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,7500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,2.0
2,22000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,5.0
1,6000,300,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,4.0
2,32900,1200,Carpet Area,Bangalore,Furnished,Bachelors/Family,1,3.0,6.0
2,15000,800,Super Area,Bangalore,Furnished,Bachelors/Family,1,1.0,4.0
2,10000,535,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,3.0,4.0
2,10000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,3.0
3,21000,1159,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,4.0,5.0
4,63000,2650,Carpet Area,Bangalore,Unfurnished,Bachelors,5,16.0,34.0
1,6900,50,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,2.0,4.0
2,14000,700,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
1,14500,550,Super Area,Bangalore,Semi-Furnished,Bachelors,1,4.0,5.0
1,6500,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,13000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,5.0
2,8000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,4.0
2,18000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
2,20000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,2.0
1,14000,750,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,4.0
4,50000,2900,Super Area,Bangalore,Furnished,Bachelors/Family,4,5.0,7.0
2,14500,990,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,4.0
2,15000,1300,Super Area,Bangalore,Furnished,Bachelors/Family,2,2.0,4.0
1,11500,550,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
3,15000,1360,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,5.0,9.0
2,12000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,2.0,4.0
2,18000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,15000,1050,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,5.0
2,12000,840,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,25000,1050,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,5.0
3,150000,3250,Carpet Area,Bangalore,Furnished,Bachelors/Family,4,2.0,6.0
1,10000,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
2,8000,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
2,40000,1300,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,12000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
2,16000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,5.0
2,23000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,5.0
2,25000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,10.0
1,7000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
2,17500,1250,Carpet Area,Bangalore,Unfurnished,Bachelors,2,1.0,2.0
1,10000,415,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,3.0
3,39000,1200,Super Area,Bangalore,Furnished,Bachelors/Family,3,1.0,4.0
3,22000,1200,Carpet Area,Bangalore,Unfurnished,Bachelors,2,4.0,4.0
2,18000,1000,Super Area,Bangalore,Semi-Furnished,Family,2,2.0,4.0
2,23000,1300,Super Area,Bangalore,Furnished,Bachelors/Family,2,3.0,4.0
2,20000,1150,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
1,10000,450,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,4.0
1,15000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,5.0,5.0
2,17000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,4.0
3,56000,1900,Carpet Area,Bangalore,Unfurnished,Bachelors,3,6.0,16.0
3,43000,1700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,3.0,4.0
2,25000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,5.0
1,9000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
3,31000,1757,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,9.0,10.0
1,6000,300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,5000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
2,16000,1200,Super Area,Bangalore,Unfurnished,Bachelors,2,2.0,4.0
1,20000,800,Carpet Area,Bangalore,Semi-Furnished,Family,1,2.0,4.0
3,28000,1281,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
2,18000,1450,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,12000,600,Super Area,Bangalore,Semi-Furnished,Bachelors,1,3.0,3.0
2,20000,980,Super Area,Bangalore,Furnished,Family,2,3.0,4.0
3,25000,1500,Super Area,Bangalore,Semi-Furnished,Bachelors,3,1.0,7.0
3,35000,1800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,1.0,1.0
1,7000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,2.0
1,7500,600,Carpet Area,Bangalore,Unfurnished,Bachelors,1,2.0,4.0
2,14000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,20000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,1.0,5.0
4,380000,3500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,5,2.0,4.0
2,21000,1100,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,5.0
2,15000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
1,5500,600,Carpet Area,Bangalore,Unfurnished,Bachelors,1,1.0,2.0
2,10000,700,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,1.0,3.0
1,7000,250,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,4.0
2,11500,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
3,22000,1450,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,2.0,4.0
2,19000,1221,Carpet Area,Bangalore,Unfurnished,Bachelors,2,2.0,5.0
2,15000,1250,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,4.0
2,10500,700,Carpet Area,Bangalore,Semi-Furnished,Family,1,2.0,4.0
2,12000,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
1,7000,200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
2,15000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,23000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,3.0,5.0
1,6500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,5.0
3,29000,1800,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,3.0,4.0
2,12000,900,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,2.0,4.0
2,10000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors,2,2.0,2.0
2,12500,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,1.0,2.0
3,32000,1800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,1.0,4.0
1,8000,416,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,19.0,20.0
2,10500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,5.0
1,6000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,1.0,3.0
3,16000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,3.0
3,45000,1600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,1.0,4.0
1,6000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
1,5000,500,Super Area,Bangalore,Semi-Furnished,Family,1,1.0,4.0
3,14000,1800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,5.0,7.0
2,20000,900,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,2.0,4.0
1,11000,550,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,3.0,4.0
1,5500,600,Super Area,Bangalore,Unfurnished,Bachelors,1,1.0,2.0
3,55000,1800,Carpet Area,Bangalore,Unfurnished,Bachelors,3,1.0,4.0
2,15000,976,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,1.0,3.0
1,8500,350,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,3.0
2,15000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,12000,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,2.0,3.0
1,7500,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,3.0,3.0
2,16000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
2,20000,1150,Carpet Area,Bangalore,Furnished,Family,2,2.0,4.0
2,14500,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,2.0,4.0
1,6000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,2.0
2,14000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,4.0,5.0
1,7000,300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,2.0,4.0
